transaction_id,posting_date,fiscal_year,fiscal_quarter,cost_center,department,expense_category,vendor_name,actual_amount_usd,actual_amount_inr,payment_status
TXN-2026004519,2026-01-31,2026,Q1,CC-100,Engineering,Salaries & Contractors,Robert Half,17215.15,1643358.22,Settled
TXN-2026021953,2026-01-31,2026,Q1,CC-600,Product & Design,Design Contractors,Toptal,5484.52,523552.28,Settled
TXN-2026022435,2026-01-31,2026,Q1,CC-600,Product & Design,Design Contractors,Toptal,3264.69,311647.31,Settled
TXN-2026017908,2026-01-31,2026,Q1,CC-400,Operations,Professional Services,Deloitte Advisory,3057.84,291901.41,Cleared
TXN-2026018294,2026-01-31,2026,Q1,CC-400,Operations,Professional Services,KPMG,10661.09,1017707.65,Settled
TXN-2026002252,2026-01-31,2026,Q1,CC-100,Engineering,Cloud Infrastructure,Google Cloud,6402.21,611154.97,Settled
TXN-2026013641,2026-01-31,2026,Q1,CC-300,Sales,Commissions & Incentives,Sales Incentive Pool,4091.53,390577.45,Cleared
TXN-2026017634,2026-01-31,2026,Q1,CC-400,Operations,Logistics & Shipping,DHL,3562.43,340069.57,Pending
TXN-2026009661,2026-01-31,2026,Q1,CC-200,Marketing,Events & Sponsorships,Web Summit,3356.29,320391.44,Settled
TXN-2026000686,2026-01-31,2026,Q1,CC-100,Engineering,Cloud Infrastructure,AWS,1617.59,154415.14,Cleared
TXN-2026020888,2026-01-31,2026,Q1,CC-600,Product & Design,UX Research & UserTesting,UserTesting,2221.29,212044.34,Cleared
TXN-2026013023,2026-01-31,2026,Q1,CC-300,Sales,Commissions & Incentives,Sales Incentive Pool,810.29,77350.28,Settled
TXN-2026021339,2026-01-31,2026,Q1,CC-600,Product & Design,Prototyping Software,Miro,2692.56,257031.78,Cleared
TXN-2026006002,2026-01-31,2026,Q1,CC-100,Engineering,DevOps Tooling,Atlassian,2611.42,249286.15,Cleared
TXN-2026019970,2026-01-31,2026,Q1,CC-500,Finance & Legal,Treasury & Bank Fees,HSBC,852.63,81392.06,Settled
TXN-2026011251,2026-01-31,2026,Q1,CC-200,Marketing,Brand & Creative Assets,Canva Enterprise,1990.48,190011.22,Settled
TXN-2026020876,2026-01-31,2026,Q1,CC-600,Product & Design,UX Research & UserTesting,UserTesting,5365.46,512186.81,Settled
TXN-2026015665,2026-01-31,2026,Q1,CC-400,Operations,SaaS Licenses & ERP,Oracle NetSuite,1105.22,105504.3,Settled
TXN-2026015533,2026-01-31,2026,Q1,CC-400,Operations,SaaS Licenses & ERP,SAP,6127.02,584885.33,Settled
TXN-2026021362,2026-01-31,2026,Q1,CC-600,Product & Design,Prototyping Software,Adobe XD,2271.79,216865.07,Settled
TXN-2026008742,2026-01-31,2026,Q1,CC-200,Marketing,Paid Performance Ads,Meta Ads,2997.06,286099.35,Settled
TXN-2026019384,2026-01-31,2026,Q1,CC-500,Finance & Legal,Legal Counsel & Retainers,Baker McKenzie,3631.07,346621.94,Cleared
TXN-2026016665,2026-01-31,2026,Q1,CC-400,Operations,Office Facilities & Lease,Regus,2775.86,264983.6,Settled
TXN-2026015787,2026-01-31,2026,Q1,CC-400,Operations,SaaS Licenses & ERP,SAP,2499.68,238619.45,Cleared
TXN-2026019549,2026-01-31,2026,Q1,CC-500,Finance & Legal,Legal Counsel & Retainers,Clifford Chance,4795.74,457801.34,Settled
TXN-2026007186,2026-01-31,2026,Q1,CC-100,Engineering,Hardware & Peripherals,Lenovo,4214.58,402323.81,Settled
TXN-2026021357,2026-01-31,2026,Q1,CC-600,Product & Design,Prototyping Software,Figma,4712.28,449834.25,Settled
TXN-2026002900,2026-01-31,2026,Q1,CC-100,Engineering,Salaries & Contractors,Contractor Payroll,1398.53,133503.67,Settled
TXN-2026018578,2026-01-31,2026,Q1,CC-500,Finance & Legal,External Audit & Tax,KPMG Tax,6719.07,641402.42,Settled
TXN-2026008809,2026-01-31,2026,Q1,CC-200,Marketing,Paid Performance Ads,Meta Ads,8488.04,810268.3,Settled
TXN-2026012036,2026-01-31,2026,Q1,CC-300,Sales,Travel & Entertainment,Marriott,1423.03,135842.44,Cleared
TXN-2026010595,2026-01-31,2026,Q1,CC-200,Marketing,Content & SEO Agencies,GrowthCraft Agency,2993.51,285760.46,Settled
TXN-2026014818,2026-01-31,2026,Q1,CC-300,Sales,Client Hospitality,Hilton,4261.26,406779.88,Pending
TXN-2026017512,2026-01-31,2026,Q1,CC-400,Operations,Logistics & Shipping,FedEx,1742.03,166294.18,Settled
TXN-2026021865,2026-01-31,2026,Q1,CC-600,Product & Design,Prototyping Software,Figma,12052.27,1150509.69,Settled
TXN-2026006337,2026-01-31,2026,Q1,CC-100,Engineering,DevOps Tooling,Atlassian,2643.01,252301.73,Settled
TXN-2026012933,2026-01-31,2026,Q1,CC-300,Sales,Commissions & Incentives,Xactly,8318.99,794130.79,Settled
TXN-2026017770,2026-01-31,2026,Q1,CC-400,Operations,Logistics & Shipping,UPS,6842.31,653166.91,Settled
TXN-2026019017,2026-01-31,2026,Q1,CC-500,Finance & Legal,External Audit & Tax,Deloitte Tax,8665.94,827250.63,Cleared
TXN-2026015694,2026-01-31,2026,Q1,CC-400,Operations,SaaS Licenses & ERP,Oracle NetSuite,6121.8,584387.03,Settled
TXN-2026020059,2026-01-31,2026,Q1,CC-500,Finance & Legal,Payroll Processing,ADP,3588.46,342554.39,Settled
TXN-2026024065,2026-01-31,2026,Q1,CC-700,Customer Success,Customer Advisory Board,Customer Research Partners,4285.77,409119.6,Settled
TXN-2026009957,2026-01-31,2026,Q1,CC-200,Marketing,Events & Sponsorships,Regional Expo Group,2378.88,227087.88,Settled
TXN-2026024831,2026-01-31,2026,Q1,CC-700,Customer Success,Retention Swag & Gifting,Corporate Gifting Co.,7170.88,684532.2,Settled
TXN-2026001330,2026-01-31,2026,Q1,CC-100,Engineering,Cloud Infrastructure,Microsoft Azure,4170.62,398127.39,Cleared
TXN-2026007410,2026-01-31,2026,Q1,CC-100,Engineering,Hardware & Peripherals,Dell Technologies,1722.59,164438.44,Settled
TXN-2026024243,2026-01-31,2026,Q1,CC-700,Customer Success,Customer Advisory Board,Four Seasons Hotels,2555.93,243989.08,Settled
TXN-2026007231,2026-01-31,2026,Q1,CC-100,Engineering,Hardware & Peripherals,Lenovo,13042.28,1245016.05,Settled
TXN-2026000128,2026-01-31,2026,Q1,CC-100,Engineering,Cloud Infrastructure,Google Cloud,2122.35,202599.53,Settled
TXN-2026006141,2026-01-31,2026,Q1,CC-100,Engineering,DevOps Tooling,Atlassian,8085.53,771844.69,Pending
TXN-2026021015,2026-01-31,2026,Q1,CC-600,Product & Design,UX Research & UserTesting,Maze,3557.67,339615.18,Cleared
TXN-2026014349,2026-01-31,2026,Q1,CC-300,Sales,CRM & Enablement Software,HubSpot,5571.11,531818.16,Cleared
TXN-2026004674,2026-01-31,2026,Q1,CC-100,Engineering,Salaries & Contractors,Contractor Payroll,2617.0,249818.82,Settled
TXN-2026023867,2026-01-31,2026,Q1,CC-700,Customer Success,Ticketing & Support Tools,Intercom,744.34,71054.7,Settled
TXN-2026005453,2026-01-31,2026,Q1,CC-100,Engineering,DevOps Tooling,Atlassian,3384.94,323126.37,Settled
TXN-2026023481,2026-01-31,2026,Q1,CC-700,Customer Success,Ticketing & Support Tools,Freshworks,3416.79,326166.77,Settled
TXN-2026020731,2026-01-31,2026,Q1,CC-600,Product & Design,UX Research & UserTesting,Maze,10059.61,960290.37,Settled
TXN-2026021112,2026-01-31,2026,Q1,CC-600,Product & Design,UX Research & UserTesting,Qualtrics,2613.5,249484.71,Settled
TXN-2026015817,2026-01-31,2026,Q1,CC-400,Operations,SaaS Licenses & ERP,ServiceNow,9491.86,906092.96,Settled
TXN-2026002300,2026-01-31,2026,Q1,CC-100,Engineering,Cloud Infrastructure,AWS,7507.36,716652.59,Settled
TXN-2026022309,2026-01-31,2026,Q1,CC-600,Product & Design,Design Contractors,Toptal,6372.55,608323.62,Settled
TXN-2026002606,2026-01-31,2026,Q1,CC-100,Engineering,Salaries & Contractors,Contractor Payroll,4032.43,384935.77,Settled
TXN-2026003475,2026-01-31,2026,Q1,CC-100,Engineering,Salaries & Contractors,Contractor Payroll,4942.0,471763.32,Cleared
TXN-2026004168,2026-01-31,2026,Q1,CC-100,Engineering,Salaries & Contractors,Contractor Payroll,2450.49,233923.78,Settled
TXN-2026001277,2026-01-31,2026,Q1,CC-100,Engineering,Cloud Infrastructure,Microsoft Azure,13978.27,1334365.65,Settled
TXN-2026009742,2026-01-31,2026,Q1,CC-200,Marketing,Events & Sponsorships,Regional Expo Group,1146.48,109442.98,Settled
TXN-2026011333,2026-01-31,2026,Q1,CC-200,Marketing,Brand & Creative Assets,Adobe,18627.41,1778172.56,Cleared
TXN-2026020043,2026-01-31,2026,Q1,CC-500,Finance & Legal,Payroll Processing,Workday Payroll,6381.43,609171.31,Settled
TXN-2026020715,2026-01-31,2026,Q1,CC-600,Product & Design,UX Research & UserTesting,Maze,4013.74,383151.62,Settled
TXN-2026010741,2026-01-31,2026,Q1,CC-200,Marketing,Content & SEO Agencies,ContentWorks,5391.08,514632.5,Settled
TXN-2026015036,2026-01-31,2026,Q1,CC-400,Operations,SaaS Licenses & ERP,SAP,2689.83,256771.17,Settled
TXN-2026001160,2026-01-31,2026,Q1,CC-100,Engineering,Cloud Infrastructure,Google Cloud,16005.74,1527907.94,Settled
TXN-2026007756,2026-01-31,2026,Q1,CC-100,Engineering,Hardware & Peripherals,Lenovo,12472.4,1190615.3,Settled
TXN-2026013034,2026-01-31,2026,Q1,CC-300,Sales,Commissions & Incentives,Sales Incentive Pool,2550.59,243479.32,Cleared
TXN-2026013191,2026-01-31,2026,Q1,CC-300,Sales,Commissions & Incentives,Xactly,11524.02,1100082.95,Pending
TXN-2026004201,2026-01-31,2026,Q1,CC-100,Engineering,Salaries & Contractors,Contractor Payroll,3831.11,365717.76,Settled
TXN-2026002710,2026-01-31,2026,Q1,CC-100,Engineering,Salaries & Contractors,Robert Half,6445.13,615252.11,Settled
TXN-2026014163,2026-01-31,2026,Q1,CC-300,Sales,CRM & Enablement Software,Gong,4340.94,414386.13,Settled
TXN-2026018495,2026-01-31,2026,Q1,CC-500,Finance & Legal,External Audit & Tax,Deloitte Tax,4827.58,460840.79,Settled
TXN-2026012986,2026-01-31,2026,Q1,CC-300,Sales,Commissions & Incentives,Direct Commission Disbursal,4901.8,467925.83,Settled
TXN-2026007520,2026-01-31,2026,Q1,CC-100,Engineering,Hardware & Peripherals,Dell Technologies,12054.24,1150697.75,Cleared
TXN-2026007306,2026-01-31,2026,Q1,CC-100,Engineering,Hardware & Peripherals,Dell Technologies,2962.2,282771.61,Cleared
TXN-2026000969,2026-01-31,2026,Q1,CC-100,Engineering,Cloud Infrastructure,AWS,167.29,15969.5,Cleared
TXN-2026020702,2026-01-31,2026,Q1,CC-600,Product & Design,UX Research & UserTesting,Maze,1506.55,143815.26,Cleared
TXN-2026011511,2026-01-31,2026,Q1,CC-300,Sales,Travel & Entertainment,Uber for Business,2602.96,248478.56,Settled
TXN-2026019347,2026-01-31,2026,Q1,CC-500,Finance & Legal,Legal Counsel & Retainers,Regional Counsel,2306.27,220156.53,Cleared
TXN-2026009505,2026-01-31,2026,Q1,CC-200,Marketing,Events & Sponsorships,Web Summit,1905.2,181870.39,Settled
TXN-2026012787,2026-02-01,2026,Q1,CC-300,Sales,Commissions & Incentives,Xactly,3731.98,356254.81,Settled
TXN-2026002753,2026-02-01,2026,Q1,CC-100,Engineering,Salaries & Contractors,Robert Half,3487.9,332954.93,Settled
TXN-2026008140,2026-02-01,2026,Q1,CC-200,Marketing,Paid Performance Ads,LinkedIn Ads,7418.74,708192.92,Settled
TXN-2026008597,2026-02-01,2026,Q1,CC-200,Marketing,Paid Performance Ads,Meta Ads,6635.27,633402.87,Settled
TXN-2026008381,2026-02-01,2026,Q1,CC-200,Marketing,Paid Performance Ads,LinkedIn Ads,1732.78,165411.18,Settled
TXN-2026007621,2026-02-01,2026,Q1,CC-100,Engineering,Hardware & Peripherals,CDW,4979.31,475324.93,Settled
TXN-2026006231,2026-02-01,2026,Q1,CC-100,Engineering,DevOps Tooling,Atlassian,3433.47,327759.05,Cleared
TXN-2026002033,2026-02-01,2026,Q1,CC-100,Engineering,Cloud Infrastructure,Microsoft Azure,3235.98,308906.65,Settled
TXN-2026003833,2026-02-01,2026,Q1,CC-100,Engineering,Salaries & Contractors,Adecco Staffing,2456.46,234493.67,Cleared
TXN-2026023868,2026-02-01,2026,Q1,CC-700,Customer Success,Ticketing & Support Tools,Freshworks,2276.53,217317.55,Settled
TXN-2026014937,2026-02-01,2026,Q1,CC-300,Sales,Client Hospitality,Four Seasons Hotels,1452.72,138676.65,Settled
TXN-2026024157,2026-02-01,2026,Q1,CC-700,Customer Success,Customer Advisory Board,Four Seasons Hotels,4507.29,430265.9,Settled
TXN-2026015327,2026-02-01,2026,Q1,CC-400,Operations,SaaS Licenses & ERP,Oracle NetSuite,9903.6,945397.66,Settled
TXN-2026010942,2026-02-01,2026,Q1,CC-200,Marketing,Brand & Creative Assets,Canva Enterprise,18779.66,1792706.34,Settled
TXN-2026012914,2026-02-01,2026,Q1,CC-300,Sales,Commissions & Incentives,Sales Incentive Pool,2016.07,192454.04,Settled
TXN-2026012416,2026-02-01,2026,Q1,CC-300,Sales,Commissions & Incentives,Direct Commission Disbursal,6214.89,593273.4,Settled
TXN-2026023276,2026-02-01,2026,Q1,CC-700,Customer Success,Ticketing & Support Tools,Freshworks,3531.64,337130.35,Settled
TXN-2026011869,2026-02-01,2026,Q1,CC-300,Sales,Travel & Entertainment,Uber for Business,3222.3,307600.76,Settled
TXN-2026002098,2026-02-01,2026,Q1,CC-100,Engineering,Cloud Infrastructure,Microsoft Azure,8418.59,803638.6,Cleared
TXN-2026001769,2026-02-01,2026,Q1,CC-100,Engineering,Cloud Infrastructure,AWS,3521.0,336114.66,Cleared
TXN-2026012946,2026-02-01,2026,Q1,CC-300,Sales,Commissions & Incentives,Direct Commission Disbursal,5300.12,505949.46,Settled
TXN-2026021893,2026-02-01,2026,Q1,CC-600,Product & Design,Prototyping Software,Figma,5939.29,566964.62,Settled
TXN-2026017534,2026-02-01,2026,Q1,CC-400,Operations,Logistics & Shipping,DHL,2630.57,251114.21,Settled
TXN-2026006265,2026-02-01,2026,Q1,CC-100,Engineering,DevOps Tooling,Datadog,3252.31,310465.51,Settled
TXN-2026016446,2026-02-01,2026,Q1,CC-400,Operations,Office Facilities & Lease,WeWork,2901.1,276939.01,Settled
TXN-2026008202,2026-02-01,2026,Q1,CC-200,Marketing,Paid Performance Ads,LinkedIn Ads,15802.5,1508506.65,Cleared
TXN-2026008580,2026-02-01,2026,Q1,CC-200,Marketing,Paid Performance Ads,LinkedIn Ads,6764.91,645778.31,Settled
TXN-2026019233,2026-02-01,2026,Q1,CC-500,Finance & Legal,Legal Counsel & Retainers,Clifford Chance,4983.51,475725.86,Settled
TXN-2026020505,2026-02-01,2026,Q1,CC-600,Product & Design,UX Research & UserTesting,UserTesting,6597.17,629765.85,Settled
TXN-2026018643,2026-02-01,2026,Q1,CC-500,Finance & Legal,External Audit & Tax,KPMG Tax,5570.5,531759.93,Settled
TXN-2026020068,2026-02-01,2026,Q1,CC-500,Finance & Legal,Payroll Processing,Workday Payroll,6893.4,658043.96,Settled
TXN-2026003735,2026-02-01,2026,Q1,CC-100,Engineering,Salaries & Contractors,Contractor Payroll,3156.9,301357.67,Settled
TXN-2026019430,2026-02-01,2026,Q1,CC-500,Finance & Legal,Legal Counsel & Retainers,Regional Counsel,5750.41,548934.14,Settled
TXN-2026023499,2026-02-01,2026,Q1,CC-700,Customer Success,Ticketing & Support Tools,Intercom,6910.79,659704.01,Settled
TXN-2026012890,2026-02-01,2026,Q1,CC-300,Sales,Commissions & Incentives,Xactly,798.96,76268.72,Settled
TXN-2026004613,2026-02-01,2026,Q1,CC-100,Engineering,Salaries & Contractors,Contractor Payroll,4424.27,422340.81,Pending
TXN-2026020395,2026-02-01,2026,Q1,CC-600,Product & Design,UX Research & UserTesting,Maze,3482.66,332454.72,Settled
TXN-2026019427,2026-02-01,2026,Q1,CC-500,Finance & Legal,Legal Counsel & Retainers,Baker McKenzie,1098.68,104879.99,Cleared
TXN-2026021674,2026-02-01,2026,Q1,CC-600,Product & Design,Prototyping Software,Miro,4631.68,442140.17,Cleared
TXN-2026020393,2026-02-01,2026,Q1,CC-600,Product & Design,UX Research & UserTesting,Qualtrics,1528.26,145887.7,Settled
TXN-2026003974,2026-02-01,2026,Q1,CC-100,Engineering,Salaries & Contractors,Robert Half,6007.02,573430.13,Pending
TXN-2026000605,2026-02-01,2026,Q1,CC-100,Engineering,Cloud Infrastructure,Google Cloud,4087.16,390160.29,Settled
TXN-2026010680,2026-02-01,2026,Q1,CC-200,Marketing,Content & SEO Agencies,ContentWorks,4879.6,465806.62,Cleared
TXN-2026014050,2026-02-01,2026,Q1,CC-300,Sales,CRM & Enablement Software,Salesforce,2898.31,276672.67,Settled
TXN-2026023877,2026-02-01,2026,Q1,CC-700,Customer Success,Ticketing & Support Tools,Zendesk,2347.9,224130.53,Cleared
TXN-2026007595,2026-02-01,2026,Q1,CC-100,Engineering,Hardware & Peripherals,Dell Technologies,7621.89,727585.62,Settled
TXN-2026001731,2026-02-01,2026,Q1,CC-100,Engineering,Cloud Infrastructure,Google Cloud,1790.74,170944.04,Settled
TXN-2026024274,2026-02-01,2026,Q1,CC-700,Customer Success,Customer Advisory Board,Customer Research Partners,3133.38,299112.45,Settled
TXN-2026016289,2026-02-01,2026,Q1,CC-400,Operations,Office Facilities & Lease,WeWork,4612.8,440337.89,Cleared
TXN-2026004989,2026-02-01,2026,Q1,CC-100,Engineering,Salaries & Contractors,Robert Half,3659.12,349299.6,Settled
TXN-2026012203,2026-02-01,2026,Q1,CC-300,Sales,Commissions & Incentives,Xactly,4953.04,472817.2,Cleared
TXN-2026017101,2026-02-01,2026,Q1,CC-400,Operations,Office Facilities & Lease,Regus,4083.43,389804.23,Pending
TXN-2026004576,2026-02-01,2026,Q1,CC-100,Engineering,Salaries & Contractors,Adecco Staffing,3166.71,302294.14,Settled
TXN-2026023817,2026-02-01,2026,Q1,CC-700,Customer Success,Ticketing & Support Tools,Intercom,4148.97,396060.68,Settled
TXN-2026019419,2026-02-01,2026,Q1,CC-500,Finance & Legal,Legal Counsel & Retainers,Regional Counsel,5757.52,549612.86,Settled
TXN-2026020064,2026-02-01,2026,Q1,CC-500,Finance & Legal,Payroll Processing,ADP,3474.77,331701.54,Settled
TXN-2026024384,2026-02-01,2026,Q1,CC-700,Customer Success,Customer Advisory Board,Customer Research Partners,13321.45,1271665.62,Settled
TXN-2026020387,2026-02-01,2026,Q1,CC-600,Product & Design,UX Research & UserTesting,UserTesting,2876.05,274547.73,Cleared
TXN-2026022477,2026-02-01,2026,Q1,CC-600,Product & Design,Design Contractors,Design Contractor Pool,10540.12,1006159.86,Pending
TXN-2026019385,2026-02-01,2026,Q1,CC-500,Finance & Legal,Legal Counsel & Retainers,Clifford Chance,10930.59,1043434.12,Settled
TXN-2026013475,2026-02-01,2026,Q1,CC-300,Sales,Commissions & Incentives,Sales Incentive Pool,2482.84,237011.91,Settled
TXN-2026013192,2026-02-01,2026,Q1,CC-300,Sales,Commissions & Incentives,Direct Commission Disbursal,4634.25,442385.5,Settled
TXN-2026015354,2026-02-01,2026,Q1,CC-400,Operations,SaaS Licenses & ERP,ServiceNow,3178.7,303438.7,Settled
TXN-2026021255,2026-02-01,2026,Q1,CC-600,Product & Design,Prototyping Software,Miro,10809.97,1031919.74,Settled
TXN-2026024605,2026-02-01,2026,Q1,CC-700,Customer Success,Retention Swag & Gifting,Snappy,7723.31,737267.17,Settled
TXN-2026008472,2026-02-01,2026,Q1,CC-200,Marketing,Paid Performance Ads,Google Ads,4589.25,438089.8,Settled
TXN-2026005301,2026-02-01,2026,Q1,CC-100,Engineering,Salaries & Contractors,Robert Half,5975.38,570409.77,Settled
TXN-2026015679,2026-02-01,2026,Q1,CC-400,Operations,SaaS Licenses & ERP,ServiceNow,1274.62,121675.23,Cleared
TXN-2026002513,2026-02-01,2026,Q1,CC-100,Engineering,Salaries & Contractors,Contractor Payroll,6375.26,608582.32,Settled
TXN-2026020980,2026-02-01,2026,Q1,CC-600,Product & Design,UX Research & UserTesting,UserTesting,8290.79,791438.81,Pending
TXN-2026010581,2026-02-01,2026,Q1,CC-200,Marketing,Content & SEO Agencies,ContentWorks,1197.28,114292.35,Settled
TXN-2026010274,2026-02-01,2026,Q1,CC-200,Marketing,Content & SEO Agencies,SearchLab,4775.73,455891.19,Cleared
TXN-2026022752,2026-02-01,2026,Q1,CC-600,Product & Design,Design Contractors,Toptal,1494.31,142646.83,Settled
TXN-2026018408,2026-02-01,2026,Q1,CC-400,Operations,Professional Services,Deloitte Advisory,4423.16,422234.85,Settled
TXN-2026013241,2026-02-01,2026,Q1,CC-300,Sales,Commissions & Incentives,Direct Commission Disbursal,6683.31,637988.77,Settled
TXN-2026014733,2026-02-01,2026,Q1,CC-300,Sales,Client Hospitality,Four Seasons Hotels,10897.29,1040255.3,Settled
TXN-2026013720,2026-02-01,2026,Q1,CC-300,Sales,Commissions & Incentives,Xactly,3854.7,367969.66,Settled
TXN-2026004275,2026-02-01,2026,Q1,CC-100,Engineering,Salaries & Contractors,Contractor Payroll,5604.69,535023.71,Cleared
TXN-2026009823,2026-02-01,2026,Q1,CC-200,Marketing,Events & Sponsorships,Web Summit,130.91,12496.67,Settled
TXN-2026023676,2026-02-01,2026,Q1,CC-700,Customer Success,Ticketing & Support Tools,Zendesk,4085.21,389974.15,Settled
TXN-2026007790,2026-02-01,2026,Q1,CC-100,Engineering,Hardware & Peripherals,Dell Technologies,2126.21,202968.01,Settled
TXN-2026021156,2026-02-01,2026,Q1,CC-600,Product & Design,UX Research & UserTesting,UserTesting,4271.91,407796.53,Pending
TXN-2026003134,2026-02-01,2026,Q1,CC-100,Engineering,Salaries & Contractors,Adecco Staffing,5184.03,494867.5,Cleared
TXN-2026022853,2026-02-01,2026,Q1,CC-600,Product & Design,Design Contractors,Fiverr Business,870.35,83083.61,Settled
TXN-2026003090,2026-02-01,2026,Q1,CC-100,Engineering,Salaries & Contractors,Contractor Payroll,951.35,90815.87,Cleared
TXN-2026009229,2026-02-01,2026,Q1,CC-200,Marketing,Paid Performance Ads,Meta Ads,4618.5,440882.01,Cleared
TXN-2026021175,2026-02-01,2026,Q1,CC-600,Product & Design,UX Research & UserTesting,Qualtrics,3594.37,343118.56,Pending
TXN-2026018893,2026-02-01,2026,Q1,CC-500,Finance & Legal,External Audit & Tax,EY,6509.78,621423.6,Settled
TXN-2026001412,2026-02-01,2026,Q1,CC-100,Engineering,Cloud Infrastructure,Microsoft Azure,6710.48,640582.42,Settled
TXN-2026002430,2026-02-01,2026,Q1,CC-100,Engineering,Salaries & Contractors,Adecco Staffing,10030.48,957509.62,Cleared
TXN-2026013898,2026-02-01,2026,Q1,CC-300,Sales,CRM & Enablement Software,Salesforce,7345.99,701248.21,Cleared
TXN-2026017220,2026-02-01,2026,Q1,CC-400,Operations,Office Facilities & Lease,Regus,6124.42,584637.13,Cleared
TXN-2026013677,2026-02-01,2026,Q1,CC-300,Sales,Commissions & Incentives,Direct Commission Disbursal,3735.9,356629.01,Cleared
TXN-2026020645,2026-02-01,2026,Q1,CC-600,Product & Design,UX Research & UserTesting,Maze,4864.03,464320.3,Cleared
TXN-2026013902,2026-02-01,2026,Q1,CC-300,Sales,CRM & Enablement Software,Gong,3023.47,288620.45,Cleared
TXN-2026014386,2026-02-01,2026,Q1,CC-300,Sales,CRM & Enablement Software,HubSpot,1103.39,105329.61,Settled
TXN-2026021105,2026-02-01,2026,Q1,CC-600,Product & Design,UX Research & UserTesting,Maze,5252.32,501386.47,Cleared
TXN-2026014823,2026-02-01,2026,Q1,CC-300,Sales,Client Hospitality,Four Seasons Hotels,3482.71,332459.5,Settled
TXN-2026015630,2026-02-01,2026,Q1,CC-400,Operations,SaaS Licenses & ERP,Oracle NetSuite,4534.19,432833.78,Settled
TXN-2026000473,2026-02-01,2026,Q1,CC-100,Engineering,Cloud Infrastructure,Microsoft Azure,1830.27,174717.57,Settled
TXN-2026024537,2026-02-01,2026,Q1,CC-700,Customer Success,Retention Swag & Gifting,Corporate Gifting Co.,2101.26,200586.28,Settled
TXN-2026013941,2026-02-01,2026,Q1,CC-300,Sales,CRM & Enablement Software,Salesforce,5089.76,485868.49,Settled
TXN-2026023528,2026-02-01,2026,Q1,CC-700,Customer Success,Ticketing & Support Tools,Zendesk,2921.37,278873.98,Settled
TXN-2026005109,2026-02-01,2026,Q1,CC-100,Engineering,Salaries & Contractors,Robert Half,7063.26,674258.8,Cleared
TXN-2026015704,2026-02-01,2026,Q1,CC-400,Operations,SaaS Licenses & ERP,Oracle NetSuite,4042.47,385894.19,Settled
TXN-2026001588,2026-02-01,2026,Q1,CC-100,Engineering,Cloud Infrastructure,Google Cloud,8400.12,801875.46,Settled
TXN-2026016864,2026-02-01,2026,Q1,CC-400,Operations,Office Facilities & Lease,Regus,3122.67,298090.08,Settled
TXN-2026013934,2026-02-01,2026,Q1,CC-300,Sales,CRM & Enablement Software,Gong,7842.91,748684.19,Settled
TXN-2026024981,2026-02-01,2026,Q1,CC-700,Customer Success,Retention Swag & Gifting,Snappy,2455.1,234363.85,Cleared
TXN-2026008130,2026-02-01,2026,Q1,CC-200,Marketing,Paid Performance Ads,LinkedIn Ads,5733.43,547313.23,Settled
TXN-2026009852,2026-02-01,2026,Q1,CC-200,Marketing,Events & Sponsorships,Web Summit,6431.27,613929.03,Settled
TXN-2026018874,2026-02-01,2026,Q1,CC-500,Finance & Legal,External Audit & Tax,EY,3072.81,293330.44,Settled
TXN-2026011265,2026-02-01,2026,Q1,CC-200,Marketing,Brand & Creative Assets,Canva Enterprise,3801.92,362931.28,Settled
TXN-2026002982,2026-02-01,2026,Q1,CC-100,Engineering,Salaries & Contractors,Robert Half,5492.57,524320.73,Settled
TXN-2026007976,2026-02-01,2026,Q1,CC-200,Marketing,Paid Performance Ads,LinkedIn Ads,7495.69,715538.57,Settled
TXN-2026009562,2026-02-02,2026,Q1,CC-200,Marketing,Events & Sponsorships,Regional Expo Group,3233.81,308699.5,Settled
TXN-2026012508,2026-02-02,2026,Q1,CC-300,Sales,Commissions & Incentives,Direct Commission Disbursal,10418.89,994587.24,Settled
TXN-2026012345,2026-02-02,2026,Q1,CC-300,Sales,Commissions & Incentives,Xactly,5118.37,488599.6,Settled
TXN-2026014837,2026-02-02,2026,Q1,CC-300,Sales,Client Hospitality,Hilton,1815.35,173293.31,Cleared
TXN-2026000463,2026-02-02,2026,Q1,CC-100,Engineering,Cloud Infrastructure,Microsoft Azure,3944.42,376534.33,Settled
TXN-2026020105,2026-02-02,2026,Q1,CC-500,Finance & Legal,Payroll Processing,ADP,3617.37,345314.14,Settled
TXN-2026015650,2026-02-02,2026,Q1,CC-400,Operations,SaaS Licenses & ERP,Oracle NetSuite,5452.08,520455.56,Settled
TXN-2026024165,2026-02-02,2026,Q1,CC-700,Customer Success,Customer Advisory Board,Eventbrite,8863.92,846149.8,Settled
TXN-2026009162,2026-02-02,2026,Q1,CC-200,Marketing,Paid Performance Ads,Google Ads,398.96,38084.72,Settled
TXN-2026024033,2026-02-02,2026,Q1,CC-700,Customer Success,Customer Advisory Board,Customer Research Partners,2237.15,213558.34,Settled
TXN-2026008307,2026-02-02,2026,Q1,CC-200,Marketing,Paid Performance Ads,Google Ads,1292.58,123389.69,Settled
TXN-2026016789,2026-02-02,2026,Q1,CC-400,Operations,Office Facilities & Lease,Regus,517.71,49420.6,Settled
